respondent_id,age_group,region,city_tier,occupation,monthly_hh_income,education,marital_status,purchase_frequency,last_purchase_recency,monthly_spend_inr,avg_items_per_order,preferred_channel,purchase_occasion,has_returned_product,gifting_behaviour,products_interested,preferred_fabric,preferred_colors,preferred_prints,price_range_apparel,price_range_bedding,clothing_size,style_identity,brand_loyalty,madein_india_importance,discovery_channel,discount_preference,referral_propensity,current_satisfaction,main_pain_point,zaria_interest_label
ZF0771,45-55,South,Metro,Homemaker,30k-60k,12th,Married,Monthly,3-6mo,1005,4-5,Meesho|LocalStore,Wedding|Diwali|Holi,NeverReturned,Occasionally,SalwarSuit|Kurti|NightSuit|BeddingSet|Saree,Polyester|Linen,Green|Pink|Red,Checks|Embroidery|Floral,500-999,5000+,S,EthnicComfort,SwitchByPrice,9,MeeshoApp|WordOfMouth|WhatsApp,BundleCombo,6,3,LimitedDesign,1
ZF0772,45-55,NorthEast,Rural,Salaried_Govt,15k-30k,Below10th,Married,Monthly,<1mo,1023,6+,LocalStore,Diwali|Wedding,MultipleReturns,SelfOnly,Dupatta,Cotton,Orange|Printed|White,Floral|TieDye,<500,<800,L,TraditionallyRooted,SwitchByPrice,8,PhysicalStore,FlatDiscount,6,4,LessTraditional,1
ZF0773,25-34,West,Tier2,Salaried_Pvt,15k-30k,PostGrad,Married,Bimonthly,1-3mo,4522,2-3,Meesho|Myntra|MallStore,NoOccasion|Diwali|Birthday,OnceOrTwice,Frequently,NightSuit|Dupatta,Rayon,Pink,Embroidery,1000-1999,<800,S,EthnicComfort,SwitchByPrice,5,YouTube,FlatDiscount,2,3,SizingIssue,2
ZF0774,25-34,NorthEast,Tier3,Business,60k-1L,12th,Married_with_kids,Bimonthly,6-12mo,1445,1,LocalStore|WhatsApp_Seller,Holi|Diwali|Wedding,OnceOrTwice,Occasionally,SalwarSuit|Dupatta,Cotton|Polyester,Red,Embroidery|Floral|Solid,<500,5000+,XL,TraditionallyRooted,NoBrandPreference,8,WordOfMouth|TV_Newspaper,FreeShipping,7,3,LimitedDesign,1
ZF0775,35-44,Central,Rural,Business,15k-30k,Below10th,Married_with_kids,Quarterly,<1mo,1777,2-3,Meesho,Wedding,NeverReturned,SelfOnly,Kurti|BeddingSet|Saree,Rayon,Red|Green,BlockPrint,1000-1999,800-1499,L,EthnicComfort,StickTo1-2,7,WordOfMouth,FlatDiscount,5,6,FabricQuality,1
ZF0776,35-44,South,Metro,Salaried_Pvt,60k-1L,PostGrad,Married,OccasionOnly,1-3mo,4800,1,Myntra|MallStore|D2C_Brand,Birthday,Unhappy_NoReturn,Occasionally,Dupatta|TowelSet|SalwarSuit|CoordSet,Silk|Cotton,Blue,Solid,2000-3999,800-1499,L,EthnicComfort,StickTo1-2,6,Instagram|WordOfMouth,FlatDiscount,5,7,FabricQuality,0
ZF0777,55+,South,Metro,Salaried_Govt,>1L,Graduate,Married_with_kids,Monthly,3-6mo,7100,2-3,MallStore|D2C_Brand,Diwali|NoOccasion,NeverReturned,SelfOnly,Kurti|NightSuit|SalwarSuit,Linen,Beige|White,Solid|Geometric|BlockPrint,1000-1999,1500-2999,L,HomeFirst,ExperimentsFreely,6,YouTube|PhysicalStore,FreeShipping,5,7,DifficultReturn,1
ZF0778,35-44,East,Tier3,Salaried_Pvt,15k-30k,12th,Married_with_kids,Bimonthly,6-12mo,606,4-5,WhatsApp_Seller|LocalStore|Meesho,Diwali,Unhappy_NoReturn,Occasionally,SalwarSuit|Dupatta|Kurti|NightSuit,Rayon|CottonBlend,Green,Floral|TieDye|BlockPrint,1000-1999,800-1499,3XL+,OccasionDriven,NoBrandPreference,8,MeeshoApp|WordOfMouth,Buy2Get1,4,2,HighPrice,1
ZF0779,35-44,North,Tier3,Salaried_Pvt,<15k,12th,Married_with_kids,OccasionOnly,>1yr,400,6+,WhatsApp_Seller|Myntra|Amazon,Holi,Unhappy_NoReturn,Rarely,Dupatta|Saree|Kurti|SalwarSuit,Cotton,Red|Yellow,Embroidery|TieDye,<500,800-1499,L,TraditionallyRooted,ExperimentsFreely,7,WordOfMouth,FlatDiscount,7,4,HighPrice,1
ZF0780,35-44,East,Tier2,Salaried_Govt,60k-1L,Graduate,Married_with_kids,Monthly,<1mo,931,2-3,Meesho,Birthday|Wedding|Holi,NeverReturned,Frequently,Saree|NightSuit,CottonBlend,Pink,Solid|DigitalPrint,500-999,1500-2999,S,EthnicComfort,NoBrandPreference,9,WhatsApp,LoyaltyPoints,5,6,SlowDelivery,1
ZF0781,35-44,North,Metro,Business,60k-1L,Graduate,Married,Monthly,<1mo,5997,1,D2C_Brand,NewYear|Wedding,NeverReturned,Frequently,Saree|SalwarSuit,Silk|Georgette,Red|White|Printed,BlockPrint,4000+,1500-2999,XL,TraditionallyRooted,ExperimentsFreely,7,YouTube,FestivalSale,5,3,SizingIssue,0
ZF0782,35-44,South,Tier2,Salaried_Pvt,>1L,Graduate,Single,OccasionOnly,1-3mo,3976,2-3,Meesho|MallStore,Wedding|NoOccasion,MultipleReturns,Occasionally,CoordSet|IndoWestern|NightSuit|Kurti,Cotton,Black|Blue|Beige,Solid,1000-1999,3000-5000,L,EthnicComfort,StickTo1-2,10,MeeshoApp|Instagram|YouTube,Buy2Get1,3,2,DifficultReturn,0
ZF0783,25-34,North,Metro,Salaried_Pvt,30k-60k,Graduate,Married_with_kids,Weekly,3-6mo,5520,1,Instagram_Seller,NoOccasion|Birthday|Holi,NeverReturned,Frequently,CoordSet|BeddingSet|NightSuit|IndoWestern|Dupatta,Silk|CottonBlend,Printed|White|Red,Geometric,<500,1500-2999,M,EthnicComfort,StickTo1-2,5,MeeshoApp,LoyaltyPoints,8,5,FabricQuality,1
ZF0784,18-24,East,Tier2,Student,30k-60k,Graduate,Married,Weekly,<1mo,2183,2-3,D2C_Brand|Instagram_Seller|Amazon,Birthday,NeverReturned,Occasionally,Kurti|NightSuit|CoordSet,Rayon|Georgette,Green|Blue,Geometric|DigitalPrint|Solid,<500,<800,3XL+,EthnicComfort,ExperimentsFreely,8,Instagram|WordOfMouth|WhatsApp,FlatDiscount,9,7,HighPrice,2
ZF0785,25-34,North,Metro,Salaried_Pvt,>1L,Graduate,Married_with_kids,Weekly,3-6mo,4181,4-5,MallStore,Wedding|Birthday,OnceOrTwice,Occasionally,Kurti|CoordSet|BeddingSet|TowelSet,Silk|Cotton,White|Blue|Beige,Floral|Solid,4000+,3000-5000,XXL,TraditionallyRooted,NoBrandPreference,4,Instagram,LoyaltyPoints,8,5,SlowDelivery,2
ZF0786,45-55,North,Rural,Salaried_Govt,<15k,12th,Single,Bimonthly,6-12mo,1063,2-3,LocalStore|WordOfMouth,Wedding,NeverReturned,Occasionally,Saree|NightSuit|Kurti|SalwarSuit,Silk|Polyester,Green|Red,Embroidery,500-999,<800,S,OccasionDriven,ExperimentsFreely,8,WhatsApp|WordOfMouth,Buy2Get1,8,1,SlowDelivery,0
ZF0787,35-44,West,Rural,Salaried_Govt,15k-30k,12th,Single,Bimonthly,3-6mo,768,4-5,Meesho,Wedding|Holi|NoOccasion,NeverReturned,Frequently,SalwarSuit|Saree|Dupatta,Rayon|Cotton,Green,Solid|Checks,<500,<800,XL,EthnicComfort,NoBrandPreference,9,WhatsApp|YouTube,FlatDiscount,5,3,SlowDelivery,1
ZF0788,Under18,West,Metro,Student,<15k,12th,Single,Monthly,<1mo,1247,2-3,Myntra|Instagram_Seller|D2C_Brand,Birthday|NoOccasion|Diwali,MultipleReturns,SelfOnly,CoordSet|IndoWestern|Dupatta,Rayon|Georgette,Black|Blue|Pink,Embroidery,1000-1999,800-1499,XL,FusionForward,ExperimentsFreely,4,WhatsApp|Instagram|YouTube,FestivalSale,6,8,HighPrice,2
ZF0789,25-34,East,Metro,Business,30k-60k,PostGrad,Single,Bimonthly,>1yr,1489,2-3,Myntra|Meesho,NewYear|NoOccasion,MultipleReturns,Occasionally,Kurti|Dupatta|CoordSet,Cotton|Georgette,Yellow|Pink,Checks|BlockPrint|Solid,2000-3999,<800,M,HomeFirst,StickTo1-2,4,Instagram,FlatDiscount,4,5,FabricQuality,2
ZF0790,18-24,East,Tier3,Salaried_Pvt,60k-1L,PostGrad,Married,Monthly,1-3mo,5744,4-5,Myntra|Amazon,NoOccasion|Birthday,MultipleReturns,SelfOnly,Kurti|BeddingSet|Dupatta|SalwarSuit,Georgette|Rayon,White,Embroidery|DigitalPrint|Geometric,<500,1500-2999,XL,EthnicComfort,ExperimentsFreely,8,YouTube|Instagram|MeeshoApp,FlatDiscount,9,5,FabricQuality,1
ZF0791,35-44,West,Tier2,Business,>1L,Below10th,Married_with_kids,Bimonthly,6-12mo,1809,1,Meesho,Diwali,OnceOrTwice,Occasionally,Saree|Kurti,CottonBlend,Beige,Floral,500-999,1500-2999,M,TraditionallyRooted,StickTo1-2,7,PhysicalStore|WhatsApp,FlatDiscount,10,7,FabricQuality,0
ZF0792,35-44,NorthEast,Tier2,Homemaker,<15k,12th,Married_with_kids,Monthly,6-12mo,1812,2-3,LocalStore,Diwali|Wedding|Holi,NeverReturned,Frequently,CoordSet|SalwarSuit|BeddingSet|Kurti,CottonBlend|Polyester,Green,Embroidery|BlockPrint|Geometric,1000-1999,1500-2999,XL,EthnicComfort,SwitchByPrice,8,MeeshoApp|WhatsApp|WordOfMouth,Buy2Get1,8,4,HighPrice,2
ZF0793,45-55,South,Metro,Salaried_Pvt,30k-60k,PostGrad,Married_with_kids,Quarterly,3-6mo,6117,2-3,D2C_Brand,NoOccasion|Diwali,MultipleReturns,Occasionally,NightSuit|BeddingSet|Saree|TowelSet,Silk|Cotton,Green,Floral|BlockPrint|Embroidery,2000-3999,3000-5000,XL,OccasionDriven,ExperimentsFreely,5,Instagram|PhysicalStore,FreeShipping,6,8,DifficultReturn,2
ZF0794,35-44,Central,Metro,Salaried_Pvt,>1L,Graduate,Single,Weekly,1-3mo,3004,1,Myntra|D2C_Brand,Diwali|NoOccasion,NeverReturned,SelfOnly,SalwarSuit|Kurti,Georgette,Blue|Beige|Printed,Embroidery|Geometric|Floral,<500,<800,XXL,HomeFirst,StickTo1-2,5,Instagram|YouTube|PhysicalStore,FlatDiscount,8,8,DifficultReturn,1
ZF0795,25-34,NorthEast,Metro,Salaried_Govt,<15k,Below10th,Married,Quarterly,>1yr,1679,4-5,D2C_Brand|Myntra|Meesho,Birthday,OnceOrTwice,Rarely,SalwarSuit|IndoWestern,Rayon|Cotton,Black|White|Printed,Checks|DigitalPrint|Geometric,<500,800-1499,M,EthnicComfort,SwitchByPrice,4,Instagram|MeeshoApp|WordOfMouth,BundleCombo,2,10,HighPrice,1
ZF0796,25-34,Central,Tier2,Salaried_Pvt,15k-30k,Graduate,Married_with_kids,Weekly,1-3mo,3998,4-5,Myntra|Amazon,NewYear,OnceOrTwice,Frequently,SalwarSuit|CoordSet|IndoWestern|NightSuit|Kurti,Cotton,Blue,Embroidery|BlockPrint,1000-1999,800-1499,L,EthnicComfort,StickTo1-2,4,YouTube|PhysicalStore|TV_Newspaper,FestivalSale,4,3,SizingIssue,1
ZF0797,35-44,NorthEast,Metro,Salaried_Pvt,15k-30k,PostGrad,Single,Quarterly,1-3mo,4243,4-5,D2C_Brand|Myntra|Amazon,NoOccasion|Birthday,OnceOrTwice,Rarely,NightSuit|BeddingSet|Kurti,Linen|CottonBlend,Blue|Green,DigitalPrint|Solid,500-999,3000-5000,XS,OccasionDriven,ExperimentsFreely,1,WordOfMouth|Instagram,BundleCombo,6,4,SizingIssue,1
ZF0798,35-44,North,Metro,Homemaker,<15k,Graduate,Married_with_kids,Monthly,1-3mo,1228,6+,WhatsApp_Seller,Wedding|Holi,OnceOrTwice,Rarely,BeddingSet|Kurti|Dupatta|NightSuit|SalwarSuit,CottonBlend|Cotton,Orange|Blue|Printed,BlockPrint|Solid|Floral,<500,1500-2999,L,HomeFirst,StickTo1-2,9,MeeshoApp|WordOfMouth|WhatsApp,FlatDiscount,3,6,LessTraditional,0
ZF0799,55+,Central,Rural,Homemaker,>1L,12th,Married_with_kids,Monthly,<1mo,14511,1,WhatsApp_Seller|Meesho,Diwali,OnceOrTwice,Rarely,SalwarSuit|Saree|BeddingSet|NightSuit,Cotton|Rayon,Black|Yellow|Green,Floral|BlockPrint,1000-1999,<800,XXL,TraditionallyRooted,SwitchByPrice,8,MeeshoApp|WhatsApp,FestivalSale,10,3,LimitedDesign,2
ZF0800,35-44,NorthEast,Rural,Homemaker,<15k,Below10th,Married,Quarterly,6-12mo,236,4-5,LocalStore,NoOccasion|Holi|Wedding,NeverReturned,Occasionally,Dupatta|Kurti|SalwarSuit|TowelSet,Cotton,Printed|Yellow,TieDye,500-999,800-1499,L,OccasionDriven,NoBrandPreference,9,TV_Newspaper|PhysicalStore,Buy2Get1,5,2,FabricQuality,1
ZF0801,45-55,West,Tier2,Homemaker,15k-30k,Graduate,Other,Bimonthly,1-3mo,804,2-3,Amazon|Meesho|WhatsApp_Seller,Holi|Diwali|Eid,MultipleReturns,SelfOnly,TowelSet|SalwarSuit|Saree,CottonBlend|Georgette,Orange|Pink,Floral|Solid|BlockPrint,1000-1999,800-1499,S,TraditionallyRooted,NoBrandPreference,6,WhatsApp,FestivalSale,9,7,HighPrice,2
ZF0802,18-24,Central,Tier2,Student,30k-60k,Graduate,Single,OccasionOnly,3-6mo,1057,2-3,Myntra|D2C_Brand,Birthday,MultipleReturns,SelfOnly,IndoWestern|Kurti|CoordSet,Silk|Rayon,Orange|White,Solid|Geometric,2000-3999,<800,S,FusionForward,NoBrandPreference,1,MeeshoApp,FestivalSale,6,3,DifficultReturn,2
ZF0803,35-44,Central,Rural,Homemaker,<15k,Below10th,Married,Quarterly,3-6mo,723,2-3,LocalStore,Eid,Unhappy_NoReturn,Rarely,NightSuit,Cotton,Yellow|Green|Printed,Solid|Floral|BlockPrint,500-999,800-1499,L,FusionForward,ExperimentsFreely,8,WordOfMouth,Buy2Get1,4,4,LessTraditional,0
ZF0804,35-44,North,Tier2,Salaried_Pvt,30k-60k,Graduate,Married,Quarterly,1-3mo,5850,4-5,D2C_Brand|Myntra|Meesho,Birthday,NeverReturned,Rarely,SalwarSuit|IndoWestern|BeddingSet,Cotton|Linen,Black|White|Blue,Floral|Solid,1000-1999,<800,M,EthnicComfort,ExperimentsFreely,8,WordOfMouth,FreeShipping,5,7,FabricQuality,2
ZF0805,35-44,East,Tier2,Salaried_Pvt,>1L,12th,Married_with_kids,Quarterly,<1mo,3910,4-5,MallStore,Wedding,NeverReturned,Frequently,Saree|NightSuit,Georgette,Beige|Pink|Green,Embroidery,2000-3999,3000-5000,XL,HomeFirst,ExperimentsFreely,8,YouTube,FreeShipping,5,5,FabricQuality,2
ZF0806,35-44,North,Tier2,Salaried_Pvt,>1L,PostGrad,Married_with_kids,Monthly,3-6mo,8544,6+,MallStore|D2C_Brand,Diwali|NewYear,OnceOrTwice,Frequently,SalwarSuit|BeddingSet|TowelSet,Silk|Cotton,Green,Checks|Floral,1000-1999,3000-5000,L,TraditionallyRooted,ExperimentsFreely,5,WordOfMouth,FreeShipping,3,8,DifficultReturn,1
ZF0807,18-24,Central,Metro,Freelancer,15k-30k,PostGrad,Single,Monthly,<1mo,3569,1,D2C_Brand,NoOccasion,MultipleReturns,Occasionally,CoordSet|NightSuit|IndoWestern|Kurti|SalwarSuit,Rayon|Cotton,Pink,Floral|Solid|DigitalPrint,500-999,3000-5000,M,FusionForward,StickTo1-2,8,YouTube|WordOfMouth,FestivalSale,9,10,DifficultReturn,0
ZF0808,18-24,North,Tier2,Freelancer,60k-1L,PostGrad,Married,OccasionOnly,1-3mo,677,2-3,Myntra,Birthday,Unhappy_NoReturn,Occasionally,Dupatta|IndoWestern|SalwarSuit|Kurti,CottonBlend|Polyester,Beige|White|Red,Floral,500-999,3000-5000,XL,HomeFirst,ExperimentsFreely,6,PhysicalStore,FlatDiscount,8,5,SlowDelivery,2
ZF0809,18-24,West,Metro,Salaried_Govt,60k-1L,Graduate,Single,Weekly,<1mo,1359,2-3,Amazon,Birthday|NoOccasion|Wedding,OnceOrTwice,Occasionally,Dupatta|SalwarSuit|NightSuit|IndoWestern,Linen,Pink|Black,TieDye|Geometric,<500,5000+,M,FusionForward,NoBrandPreference,7,YouTube|WhatsApp|Instagram,FlatDiscount,6,6,SizingIssue,1
ZF0810,25-34,East,Metro,Salaried_Govt,>1L,PostGrad,Married,Monthly,3-6mo,5990,6+,MallStore|D2C_Brand,Diwali,OnceOrTwice,Rarely,Saree|Kurti|BeddingSet,Cotton|Linen,Red|Pink,Floral|Embroidery|BlockPrint,4000+,5000+,XL,TraditionallyRooted,SwitchByPrice,10,WordOfMouth,FlatDiscount,9,5,HighPrice,1
ZF0811,35-44,South,Rural,Homemaker,<15k,12th,Married_with_kids,OccasionOnly,3-6mo,665,1,WhatsApp_Seller|Meesho,Diwali,NeverReturned,Occasionally,SalwarSuit|NightSuit|Dupatta|Saree,Cotton,Red|Green|Black,BlockPrint,<500,1500-2999,L,HomeFirst,SwitchByPrice,7,PhysicalStore,FestivalSale,6,2,FabricQuality,1
ZF0812,25-34,West,Tier3,Homemaker,60k-1L,Below10th,Married_with_kids,Quarterly,<1mo,1947,1,LocalStore|Meesho|WhatsApp_Seller,Diwali|Eid|Holi,Unhappy_NoReturn,Occasionally,NightSuit|SalwarSuit|CoordSet,Cotton,Red|Blue|Pink,BlockPrint|Solid,1000-1999,1500-2999,M,TraditionallyRooted,StickTo1-2,5,MeeshoApp,BundleCombo,6,3,SizingIssue,1
ZF0813,35-44,North,Rural,Homemaker,60k-1L,Graduate,Married_with_kids,OccasionOnly,3-6mo,1957,6+,LocalStore|Meesho|Amazon,Wedding,NeverReturned,Rarely,SalwarSuit|Kurti|NightSuit|IndoWestern,Silk|Polyester,Orange|Red,BlockPrint,500-999,1500-2999,XXL,OccasionDriven,SwitchByPrice,7,TV_Newspaper|WhatsApp,Buy2Get1,10,7,DifficultReturn,2
ZF0814,25-34,South,Metro,Student,<15k,12th,Married_with_kids,Weekly,<1mo,1945,1,Instagram_Seller|Amazon|YouTube,Diwali|NoOccasion|Wedding,MultipleReturns,Frequently,Dupatta|IndoWestern,Rayon,Pink|Orange,Embroidery|Floral,<500,800-1499,M,FusionForward,ExperimentsFreely,5,MeeshoApp,FestivalSale,5,5,HighPrice,0
ZF0815,25-34,East,Tier2,Salaried_Pvt,30k-60k,PostGrad,Single,Quarterly,3-6mo,4252,4-5,Myntra|Meesho|Amazon,NewYear|Holi,MultipleReturns,Rarely,IndoWestern|Kurti|SalwarSuit,Linen|Rayon,White,Geometric,1000-1999,1500-2999,L,EthnicComfort,ExperimentsFreely,7,Instagram|YouTube,FreeShipping,4,6,SizingIssue,2
ZF0816,25-34,NorthEast,Metro,Business,>1L,PostGrad,Married_with_kids,Weekly,3-6mo,3259,1,Amazon,NoOccasion|Diwali|Wedding,OnceOrTwice,Occasionally,Kurti|IndoWestern|CoordSet,Linen|Rayon,Yellow|Green|Black,Geometric,2000-3999,800-1499,XL,OccasionDriven,ExperimentsFreely,2,Instagram,FestivalSale,5,7,LessTraditional,2
ZF0817,35-44,South,Tier2,Salaried_Pvt,<15k,PostGrad,Married_with_kids,Monthly,6-12mo,643,2-3,Amazon|MallStore,Birthday|Holi|NoOccasion,Unhappy_NoReturn,Occasionally,SalwarSuit|Kurti|IndoWestern,Rayon|Linen,Green|Beige,Solid|Geometric,2000-3999,3000-5000,XXL,EthnicComfort,SwitchByPrice,8,WhatsApp|Instagram,FlatDiscount,5,7,FabricQuality,2
ZF0818,18-24,West,Metro,Student,<15k,Graduate,Single,OccasionOnly,<1mo,2605,6+,Instagram_Seller|Amazon,Holi|NewYear,NeverReturned,Frequently,NightSuit|CoordSet|SalwarSuit|IndoWestern,Cotton|Linen,Printed,Floral|DigitalPrint,500-999,800-1499,L,TraditionallyRooted,NoBrandPreference,3,TV_Newspaper,FreeShipping,9,6,HighPrice,2
ZF0819,25-34,Central,Rural,Salaried_Govt,<15k,Graduate,Married_with_kids,Quarterly,>1yr,1187,2-3,WhatsApp_Seller,Diwali|Holi,Unhappy_NoReturn,Occasionally,NightSuit|Saree|SalwarSuit,CottonBlend|Silk,Yellow|Red,Embroidery,500-999,800-1499,L,TraditionallyRooted,StickTo1-2,6,PhysicalStore,Buy2Get1,5,3,HighPrice,1
ZF0820,18-24,NorthEast,Metro,Business,30k-60k,Graduate,Single,OccasionOnly,3-6mo,1421,4-5,Amazon,NoOccasion|NewYear,NeverReturned,Rarely,SalwarSuit|CoordSet|IndoWestern,Cotton,Green|White|Pink,TieDye|Embroidery|Solid,2000-3999,1500-2999,L,EthnicComfort,StickTo1-2,3,MeeshoApp|YouTube,FlatDiscount,5,1,SizingIssue,0
ZF0821,25-34,West,Tier2,Business,30k-60k,Graduate,Married_with_kids,Quarterly,6-12mo,918,2-3,Meesho|LocalStore,Wedding|Diwali|Birthday,Unhappy_NoReturn,Occasionally,Kurti|BeddingSet|NightSuit|SalwarSuit,Rayon,Pink,Floral|Embroidery,1000-1999,<800,L,TraditionallyRooted,NoBrandPreference,9,WordOfMouth|TV_Newspaper|MeeshoApp,FlatDiscount,7,1,LimitedDesign,0
ZF0822,18-24,North,Metro,Freelancer,>1L,Graduate,Married,Bimonthly,<1mo,3865,6+,Meesho|Myntra|Instagram_Seller,Wedding|Birthday|NoOccasion,MultipleReturns,Occasionally,Kurti|CoordSet|IndoWestern,Rayon,Yellow|Blue,Floral,1000-1999,5000+,S,EthnicComfort,SwitchByPrice,10,MeeshoApp|Instagram|WordOfMouth,FlatDiscount,7,9,SlowDelivery,1
ZF0823,35-44,South,Tier3,Salaried_Pvt,30k-60k,Graduate,Other,Weekly,<1mo,6067,6+,Myntra|Amazon,Diwali|Birthday|NoOccasion,NeverReturned,Frequently,IndoWestern|Kurti|NightSuit|SalwarSuit|CoordSet,Cotton,Blue|Pink|White,DigitalPrint|Geometric,2000-3999,1500-2999,M,FusionForward,ExperimentsFreely,6,WordOfMouth|YouTube,BundleCombo,3,3,SizingIssue,2
ZF0824,18-24,South,Metro,Freelancer,<15k,Graduate,Married_with_kids,Monthly,>1yr,661,2-3,Amazon|Meesho,Birthday|NoOccasion,OnceOrTwice,Rarely,IndoWestern|CoordSet|NightSuit,Cotton|Rayon,Blue|Black,TieDye|Solid,500-999,3000-5000,XL,FusionForward,StickTo1-2,6,Instagram,FreeShipping,5,4,LimitedDesign,1
ZF0825,45-55,West,Tier2,Salaried_Pvt,15k-30k,Graduate,Married_with_kids,Monthly,<1mo,887,2-3,WhatsApp_Seller|Meesho|Myntra,Holi|Diwali|Wedding,OnceOrTwice,Frequently,Kurti|Dupatta,Cotton,Green|Black,Embroidery,2000-3999,1500-2999,XL,TraditionallyRooted,SwitchByPrice,6,MeeshoApp|WordOfMouth|TV_Newspaper,LoyaltyPoints,3,6,FabricQuality,1
ZF0826,45-55,West,Tier2,Salaried_Pvt,>1L,12th,Married,Bimonthly,3-6mo,5156,2-3,Amazon,Wedding|NoOccasion|Diwali,MultipleReturns,Frequently,CoordSet|IndoWestern|NightSuit|Dupatta|SalwarSuit,Cotton,Beige|White,TieDye|Solid,<500,3000-5000,XL,EthnicComfort,ExperimentsFreely,7,WhatsApp,FreeShipping,4,5,DifficultReturn,1
ZF0827,55+,North,Tier2,Business,<15k,Graduate,Married_with_kids,Weekly,<1mo,665,2-3,Amazon|Meesho,Diwali,OnceOrTwice,Frequently,SalwarSuit|IndoWestern,CottonBlend,Green|Pink,Embroidery,2000-3999,800-1499,XXL,HomeFirst,StickTo1-2,8,TV_Newspaper|WhatsApp,BundleCombo,10,10,DifficultReturn,0
ZF0828,45-55,NorthEast,Rural,Business,15k-30k,12th,Other,Monthly,>1yr,791,1,WhatsApp_Seller,Eid|Wedding|Holi,Unhappy_NoReturn,Rarely,Dupatta|BeddingSet|SalwarSuit|Saree,Cotton|Polyester,Red,Floral|Embroidery,500-999,<800,XL,EthnicComfort,NoBrandPreference,9,TV_Newspaper|YouTube,FlatDiscount,7,1,LessTraditional,2
ZF0829,25-34,North,Tier2,Salaried_Pvt,60k-1L,PostGrad,Single,Monthly,3-6mo,4583,6+,Amazon,NewYear|Wedding,OnceOrTwice,Occasionally,Kurti|TowelSet|CoordSet,Georgette,Blue|Black|White,BlockPrint|Solid,1000-1999,800-1499,L,TraditionallyRooted,ExperimentsFreely,4,MeeshoApp|Instagram|YouTube,LoyaltyPoints,3,5,SizingIssue,1
ZF0830,18-24,West,Tier2,Freelancer,15k-30k,Graduate,Single,Quarterly,<1mo,2021,1,Myntra|YouTube,NoOccasion|NewYear,NeverReturned,Rarely,Dupatta|Kurti|CoordSet,Rayon,Blue|White,DigitalPrint,<500,800-1499,M,FusionForward,ExperimentsFreely,3,MeeshoApp|Instagram,Buy2Get1,10,3,SizingIssue,1
ZF0831,35-44,North,Rural,Homemaker,30k-60k,Below10th,Single,Monthly,6-12mo,200,2-3,LocalStore|Amazon,Diwali,Unhappy_NoReturn,Rarely,SalwarSuit|Saree|Dupatta|BeddingSet,Cotton,Beige|Green,Embroidery|Floral|TieDye,500-999,<800,L,TraditionallyRooted,StickTo1-2,7,PhysicalStore,BundleCombo,6,5,SizingIssue,0
ZF0832,35-44,North,Metro,Business,>1L,PostGrad,Married_with_kids,Bimonthly,3-6mo,595,2-3,D2C_Brand,Diwali,Unhappy_NoReturn,SelfOnly,Kurti|BeddingSet,CottonBlend,Red|Blue,BlockPrint,1000-1999,1500-2999,L,TraditionallyRooted,ExperimentsFreely,10,Instagram,FlatDiscount,5,6,HighPrice,1
ZF0833,35-44,North,Metro,Business,>1L,PostGrad,Married,Quarterly,1-3mo,8418,1,MallStore,Birthday,OnceOrTwice,Frequently,Saree|TowelSet|NightSuit,Cotton,Red,BlockPrint|Embroidery|DigitalPrint,2000-3999,5000+,L,HomeFirst,ExperimentsFreely,8,TV_Newspaper,LoyaltyPoints,5,8,SlowDelivery,1
ZF0834,25-34,Central,Tier2,Homemaker,15k-30k,Graduate,Married,OccasionOnly,1-3mo,2548,2-3,Meesho,Birthday,NeverReturned,Frequently,SalwarSuit|NightSuit,Cotton,Red|Orange,Floral,1000-1999,3000-5000,S,EthnicComfort,NoBrandPreference,6,WhatsApp,Buy2Get1,4,6,HighPrice,2
ZF0835,35-44,North,Metro,Salaried_Pvt,30k-60k,Graduate,Single,Bimonthly,3-6mo,4516,1,Myntra,Birthday|NoOccasion,OnceOrTwice,Frequently,CoordSet|NightSuit|IndoWestern,Cotton|Rayon,Blue|Pink|Black,Geometric|Floral,500-999,5000+,M,FusionForward,SwitchByPrice,7,PhysicalStore|TV_Newspaper,BundleCombo,5,9,SizingIssue,0
ZF0836,25-34,West,Tier3,Homemaker,30k-60k,Below10th,Married,Weekly,1-3mo,1959,4-5,Meesho|LocalStore|WhatsApp_Seller,Holi,NeverReturned,SelfOnly,BeddingSet|SalwarSuit|Kurti,Rayon,Red,BlockPrint|Floral|Checks,1000-1999,<800,L,EthnicComfort,ExperimentsFreely,8,MeeshoApp|Instagram|WhatsApp,Buy2Get1,6,4,DifficultReturn,1
ZF0837,18-24,South,Tier2,Student,15k-30k,12th,Single,OccasionOnly,1-3mo,200,1,Meesho,Holi|Diwali,NeverReturned,Rarely,Kurti|CoordSet,Cotton,Pink|White,DigitalPrint|BlockPrint|Embroidery,<500,800-1499,L,FusionForward,SwitchByPrice,5,WordOfMouth|WhatsApp,FlatDiscount,10,1,SizingIssue,0
